ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,AGENT_ID,ORDER_PLACED_AT,ORDER_ACCEPTED_AT,ORDER_DELIVERED_AT,ORDER_STATUS,TOTAL_AMOUNT,DISCOUNT_AMOUNT,DELIVERY_FEE,TAX_AMOUNT,FINAL_AMOUNT,DELIVERY_DISTANCE_KM,ESTIMATED_DELIVERY_TIME,ACTUAL_DELIVERY_TIME,DELIVERY_CITY,DELIVERY_PINCODE,ORDER_SOURCE,PROMO_CODE
ORD_BATCH2_0029,CUST021703,REST000453,AGENT001890,2026-05-27T01:13:00Z,2026-05-27T01:16:00Z,,CANCELLED,1447.55,13.27,28.67,72.38,1535.33,9.3,35,,Jaipur,302001,WEB,PROMO0060
ORD_BATCH2_0030,CUST025245,REST009447,AGENT003115,2026-05-26T14:35:00Z,2026-05-26T14:36:00Z,,PLACED,827.89,40.33,74.95,41.39,903.9,18.9,57,,Delhi,110001,IOS,
ORD_BATCH2_0031,CUST043532,REST005410,AGENT005144,2026-05-26T21:34:00Z,2026-05-26T21:35:00Z,,CANCELLED,533.0,20.42,52.19,26.65,591.42,6.6,23,,Delhi,110001,IOS,PROMO0195
ORD_BATCH2_0032,CUST044389,REST002852,AGENT009325,2026-05-26T15:23:00Z,2026-05-26T15:27:00Z,,PLACED,525.42,10.51,82.86,26.27,624.04,12.5,35,,Jaipur,302001,IOS,
ORD_BATCH2_0033,CUST014006,REST008376,AGENT007753,2026-05-26T23:47:00Z,2026-05-26T23:49:00Z,2026-05-27T00:09:00Z,PICKED_UP,821.63,31.65,46.82,41.08,877.88,16.6,30,20,Hyderabad,500001,IOS,
ORD_BATCH2_0034,CUST013051,REST002415,AGENT000401,2026-05-26T11:02:00Z,2026-05-26T11:04:00Z,,CANCELLED,1289.63,3.64,53.16,64.48,1403.63,13.0,27,,Hyderabad,500001,WEB,
ORD_BATCH2_0035,CUST026192,REST003998,AGENT002418,2026-05-26T21:26:00Z,2026-05-26T21:27:00Z,2026-05-26T21:50:00Z,DELIVERED,406.38,40.21,75.67,20.32,462.16,9.8,50,23,Delhi,110001,ANDROID,
ORD_BATCH2_0036,CUST030451,REST008703,AGENT009158,2026-05-26T20:24:00Z,2026-05-26T20:27:00Z,,CANCELLED,1241.01,44.6,54.14,62.05,1312.6,18.2,43,,Delhi,110001,WEB,PROMO0231
ORD_BATCH2_0037,CUST016987,REST004051,AGENT004544,2026-05-26T23:19:00Z,2026-05-26T23:24:00Z,,ACCEPTED,484.44,3.87,42.86,24.22,547.65,6.2,35,,Chennai,600001,ANDROID,
ORD_BATCH2_0038,CUST015156,REST006276,AGENT002504,2026-05-26T22:18:00Z,2026-05-26T22:20:00Z,2026-05-26T22:38:00Z,DELIVERED,670.64,27.13,53.26,33.53,730.3,4.9,41,18,Jaipur,302001,WEB,PROMO0011
ORD_BATCH2_0039,CUST037729,REST006233,AGENT007815,2026-05-26T10:21:00Z,2026-05-26T10:24:00Z,2026-05-26T11:12:00Z,DELIVERED,1294.83,47.67,53.52,64.74,1365.42,15.2,49,48,Chennai,600001,ANDROID,
ORD_BATCH2_0040,CUST017888,REST007141,AGENT007957,2026-05-26T10:44:00Z,2026-05-26T10:48:00Z,2026-05-26T11:41:00Z,DELIVERED,1113.85,42.03,93.56,55.69,1221.07,19.6,49,53,Mumbai,400001,IOS,PROMO0340
,CUST001777,REST001376,AGENT007023,2026-05-26T12:33:00Z,2026-05-26T12:37:00Z,,PLACED,464.22,16.37,56.38,23.21,527.44,7.4,39,,Bangalore,560001,IOS,
ORD_BATCH2_0042,,REST007706,AGENT000318,2026-05-26T23:02:00Z,2026-05-26T23:07:00Z,2026-05-26T23:23:00Z,PICKED_UP,413.91,3.43,96.58,20.7,527.76,1.8,16,16,Delhi,110001,ANDROID,PROMO0319
ORD_BATCH2_0043,CUST009987,,AGENT002069,2026-05-26T18:19:00Z,2026-05-26T18:20:00Z,,ACCEPTED,751.05,12.81,49.51,37.55,825.3,12.5,60,,Mumbai,400001,ANDROID,PROMO0056
ORD_BATCH2_0044,CUST037925,REST000421,AGENT005112,2026-05-26T20:04:00Z,2026-05-26T20:08:00Z,,ACCEPTED,-500.0,34.53,70.18,10.32,252.37,2.9,34,,Hyderabad,500001,WEB,PROMO0408
ORD_BATCH2_0045,CUST037089,REST000673,AGENT005689,2026-05-26T19:20:00Z,2026-05-26T19:24:00Z,,PLACED,808.35,17.06,87.97,40.42,-100.5,16.6,21,,Jaipur,302001,IOS,PROMO0425
ORD_BATCH2_0046,CUST030130,REST002507,AGENT007136,2026-05-26T13:15:00Z,2026-05-26T13:20:00Z,,CANCELLED,1231.48,26.91,58.68,61.57,1324.82,0.0,52,,Bangalore,560001,IOS,PROMO0426
ORD_BATCH2_0047,CUST005680,REST004570,AGENT007386,2026-05-26T14:24:00Z,2026-05-26T14:28:00Z,,FLYING,1035.46,16.82,59.54,51.77,1129.95,7.2,46,,Delhi,110001,IOS,PROMO0175
ORD_BATCH2_0048,CUST018328,REST009768,AGENT004527,2026-05-26T19:44:00Z,2026-05-26T19:45:00Z,,LOST,219.86,36.0,59.09,10.99,253.94,15.4,59,,Jaipur,302001,WEB,PROMO0230
ORD_BATCH2_0049,CUST001131,REST001525,AGENT004821,2026-05-26T14:01:00Z,2026-05-26T14:05:00Z,2026-05-26T14:46:00Z,PICKED_UP,1029.54,18.45,64.28,51.48,1126.85,7.5,50,41,Bangalore,560001,PIGEON,PROMO0139
ORD_BATCH2_0050,CUST020095,REST004119,AGENT003778,2026-05-26T12:18:00Z,2026-05-26T12:20:00Z,2026-05-26T11:50:00Z,DELIVERED,1140.03,47.54,75.21,57.0,1224.7,4.6,45,-30,Bangalore,560001,WEB,PROMO0390
