order_id,customer_id,restaurant_id,agent_id,order_placed_at,order_accepted_at,order_delivered_at,order_status,total_amount,discount_amount,delivery_fee,tax_amount,final_amount,delivery_distance_km,estimated_delivery_time,actual_delivery_time,delivery_city,delivery_pincode,order_source,promo_code
ORD0000040,CUST030716,REST09146,AGENT03506,2026-05-09 00:48:07,2026-05-09 00:55:07,2026-05-09 01:49:07,CANCELLED,886,191,57,44.3,796.3,13.62,31,36,Kolkata,39368,ANDROID,PROMO0029
ORD0000041,CUST007690,REST07517,AGENT01674,2026-04-29 14:29:48,2026-04-29 14:36:48,2026-04-29 15:33:48,CANCELLED,918,253,31,45.9,741.9,11.24,43,22,Pune,385862,ANDROID,PROMO0433
ORD0000042,CUST016108,REST06550,AGENT03986,2026-05-05 00:42:11,2026-05-05 00:47:11,2026-05-05 01:30:11,CANCELLED,427,282,77,21.35,243.35,6.23,53,21,Mumbai,487941,ANDROID,PROMO0375
ORD0000043,CUST018288,REST00750,AGENT02791,2026-04-28 08:00:52,2026-04-28 08:02:52,2026-04-28 08:24:52,DELIVERED,1139,227,60,56.95,1028.95,5.1,46,68,Delhi,364143,WEB,PROMO0151
ORD0000044,CUST005052,REST04357,AGENT03741,2026-04-18 17:28:17,2026-04-18 17:33:17,2026-04-18 17:54:17,DELIVERED,789,255,45,39.45,618.45,2.29,41,56,Jaipur,708740,ANDROID,PROMO0151
ORD0000045,CUST048600,REST04446,AGENT00899,2026-04-20 08:14:32,2026-04-20 08:20:32,2026-04-20 08:56:32,CANCELLED,1400,58,78,70.0,1490.0,6.92,54,28,Gurgaon,191960,ANDROID,PROMO0339
ORD0000046,CUST033971,REST04198,AGENT03835,2026-04-20 07:25:04,2026-04-20 07:29:04,2026-04-20 08:20:04,DELIVERED,784,244,72,39.2,651.2,11.7,54,44,Delhi,673251,IOS,PROMO0448
ORD0000047,CUST028790,REST05711,AGENT02781,2026-05-04 03:48:34,2026-05-04 03:49:34,2026-05-04 04:26:34,CANCELLED,375,156,80,18.75,317.75,1.39,47,75,Kolkata,473156,WEB,PROMO0491
ORD0000048,CUST001338,REST05853,AGENT04085,2026-05-05 05:14:18,2026-05-05 05:22:18,2026-05-05 06:13:18,CANCELLED,1456,101,27,72.8,1454.8,4.61,44,38,Hyderabad,256382,IOS,PROMO0240
ORD0000049,CUST010855,REST05285,AGENT00666,2026-04-15 05:57:51,2026-04-15 05:59:51,2026-04-15 06:44:51,CANCELLED,1493,190,29,74.65,1406.65,8.27,34,72,Delhi,364674,IOS,PROMO0122
ORD0000050,CUST008584,REST06946,AGENT01486,2026-04-25 22:04:59,2026-04-25 22:07:59,2026-04-25 22:51:59,CANCELLED,1225,150,62,61.25,1198.25,10.65,35,60,Bangalore,460962,ANDROID,PROMO0112
ORD0000051,CUST008017,REST02058,AGENT01169,2026-05-07 08:02:12,2026-05-07 08:03:12,2026-05-07 08:59:12,DELIVERED,406,32,50,20.3,444.3,5.3,27,71,Kolkata,461259,WEB,PROMO0428
ORD0000052,CUST006308,REST06184,AGENT03326,2026-05-11 13:10:43,2026-05-11 13:12:43,2026-05-11 14:01:43,CANCELLED,434,193,53,21.7,315.7,11.41,39,70,Bangalore,90025,WEB,PROMO0161
ORD0000053,CUST015635,REST04568,AGENT01226,2026-05-06 12:40:49,2026-05-06 12:45:49,2026-05-06 13:13:49,DELIVERED,1055,10,22,52.75,1119.75,12.67,35,21,Jaipur,28458,ANDROID,PROMO0311
ORD0000054,CUST003770,REST04582,AGENT03447,2026-04-19 08:31:21,2026-04-19 08:37:21,2026-04-19 09:31:21,DELIVERED,1326,232,70,66.3,1230.3,3.3,32,34,Hyderabad,569617,WEB,PROMO0367
ORD0000055,CUST006104,REST05316,AGENT02297,2026-04-19 02:14:53,2026-04-19 02:24:53,2026-04-19 02:58:53,DELIVERED,735,212,71,36.75,630.75,2.56,59,43,Pune,266687,ANDROID,PROMO0316
ORD0000056,CUST023103,REST07732,AGENT04737,2026-04-23 23:32:23,2026-04-23 23:40:23,2026-04-24 00:27:23,CANCELLED,856,60,47,42.8,885.8,1.64,53,32,Hyderabad,212444,ANDROID,PROMO0143
ORD0000057,CUST026015,REST07781,AGENT03042,2026-05-05 03:40:14,2026-05-05 03:50:14,2026-05-05 04:13:14,CANCELLED,265,131,51,13.25,198.25,6.07,34,52,Pune,559685,ANDROID,PROMO0050
ORD0000058,CUST014539,REST02091,AGENT04938,2026-05-13 07:41:40,2026-05-13 07:45:40,2026-05-13 08:19:40,CANCELLED,1249,228,45,62.45,1128.45,6.82,60,49,Pune,674139,ANDROID,PROMO0308
ORD0000059,CUST035763,REST04607,AGENT04717,2026-05-11 22:51:46,2026-05-11 22:59:46,2026-05-11 23:19:46,CANCELLED,1356,281,61,67.8,1203.8,9.05,41,31,Gurgaon,145518,WEB,PROMO0260
ORD0000060,CUST033386,REST01576,AGENT02149,2026-04-30 01:33:07,2026-04-30 01:39:07,2026-04-30 02:31:07,CANCELLED,1257,87,41,62.85,1273.85,7.38,33,52,Delhi,700618,ANDROID,PROMO0290
ORD0000061,CUST028052,REST04804,AGENT04318,2026-04-18 08:20:54,2026-04-18 08:26:54,2026-04-18 08:59:54,DELIVERED,1252,1,80,62.6,1393.6,12.12,54,59,Chennai,509919,IOS,PROMO0299
ORD0000062,CUST046231,REST05910,AGENT00463,2026-04-26 22:04:43,2026-04-26 22:07:43,2026-04-26 22:27:43,CANCELLED,1240,120,57,62.0,1239.0,5.84,23,39,Gurgaon,788739,WEB,PROMO0384
ORD0000063,CUST043349,REST09546,AGENT03780,2026-04-28 19:24:10,2026-04-28 19:32:10,2026-04-28 20:25:10,DELIVERED,746,189,38,37.3,632.3,7.1,38,34,Bangalore,710137,IOS,PROMO0217
ORD0000064,CUST007209,REST05142,AGENT02862,2026-04-18 02:03:43,2026-04-18 02:12:43,2026-04-18 02:35:43,CANCELLED,1490,246,25,74.5,1343.5,2.02,22,60,Gurgaon,84864,WEB,PROMO0005
ORD0000065,CUST024995,REST00761,AGENT01794,2026-05-07 02:22:53,2026-05-07 02:26:53,2026-05-07 03:21:53,CANCELLED,1386,49,30,69.3,1436.3,6.56,26,33,Bangalore,287652,ANDROID,PROMO0073
ORD0000066,CUST016812,REST06513,AGENT03124,2026-04-21 12:57:12,2026-04-21 13:03:12,2026-04-21 13:54:12,CANCELLED,1264,142,60,63.2,1245.2,2.24,38,62,Delhi,219547,WEB,PROMO0083
ORD0000067,CUST036358,REST04385,AGENT01670,2026-04-28 14:37:42,2026-04-28 14:44:42,2026-04-28 15:30:42,DELIVERED,979,226,39,48.95,840.95,9.84,40,66,Bangalore,354621,IOS,PROMO0362
ORD0000068,CUST041414,REST05930,AGENT02278,2026-05-06 14:54:27,2026-05-06 14:57:27,2026-05-06 15:32:27,CANCELLED,604,17,25,30.2,642.2,12.11,36,35,Mumbai,796603,ANDROID,PROMO0176
ORD0000069,CUST019896,REST01561,AGENT04893,2026-04-28 08:58:29,2026-04-28 09:03:29,2026-04-28 09:53:29,CANCELLED,1047,269,28,52.35,858.35,9.9,28,46,Chennai,519643,WEB,PROMO0094
ORD0000070,CUST049960,REST03586,AGENT04728,2026-05-13 14:05:22,2026-05-13 14:06:22,2026-05-13 14:52:22,CANCELLED,1215,232,57,60.75,1100.75,7.43,32,49,Delhi,535989,ANDROID,PROMO0211
ORD0000071,CUST002627,REST05818,AGENT03841,2026-04-17 03:18:40,2026-04-17 03:22:40,2026-04-17 03:53:40,CANCELLED,484,160,63,24.2,411.2,8.98,33,31,Gurgaon,846939,WEB,PROMO0374
ORD0000072,CUST017657,REST01052,AGENT03128,2026-04-16 21:16:39,2026-04-16 21:23:39,2026-04-16 21:52:39,DELIVERED,1380,58,36,69.0,1427.0,8.43,38,25,Kolkata,516259,IOS,PROMO0023
ORD0000073,CUST035756,REST00637,AGENT01881,2026-05-04 04:31:51,2026-05-04 04:32:51,2026-05-04 05:28:51,DELIVERED,583,290,62,29.15,384.15,10.62,55,44,Pune,445609,IOS,PROMO0452
ORD0000074,CUST044228,REST09793,AGENT00981,2026-05-03 14:42:54,2026-05-03 14:48:54,2026-05-03 15:27:54,CANCELLED,570,74,77,28.5,601.5,10.34,51,49,Gurgaon,866044,IOS,PROMO0468
ORD0000075,CUST039764,REST02940,AGENT00102,2026-05-09 03:28:55,2026-05-09 03:31:55,2026-05-09 03:52:55,CANCELLED,1434,274,36,71.7,1267.7,3.57,23,70,Delhi,484735,WEB,PROMO0157
ORD0000076,CUST019431,REST06250,AGENT00015,2026-04-19 19:12:10,2026-04-19 19:22:10,2026-04-19 19:51:10,CANCELLED,365,173,54,18.25,264.25,6.21,51,57,Kolkata,941197,IOS,PROMO0380
ORD0000077,CUST046724,REST04077,AGENT00124,2026-04-29 01:38:48,2026-04-29 01:47:48,2026-04-29 02:28:48,DELIVERED,1016,250,68,50.8,884.8,8.16,44,23,Mumbai,599856,ANDROID,PROMO0251
ORD0000078,CUST011326,REST09769,AGENT00417,2026-04-24 03:24:19,2026-04-24 03:27:19,2026-04-24 04:14:19,DELIVERED,805,52,74,40.25,867.25,11.84,53,66,Chennai,428390,IOS,PROMO0446
ORD0000079,CUST020036,REST02453,AGENT02126,2026-05-03 06:22:39,2026-05-03 06:23:39,2026-05-03 07:23:39,DELIVERED,1227,108,21,61.35,1201.35,10.02,50,47,Pune,425273,ANDROID,PROMO0347
ORD0000080,CUST040204,REST08290,AGENT00140,2026-04-29 00:36:49,2026-04-29 00:42:49,2026-04-29 01:28:49,DELIVERED,300,134,74,15.0,255.0,11.37,45,33,Kolkata,649032,WEB,PROMO0162
ORD0000081,CUST025925,REST01342,AGENT00196,2026-05-01 22:20:45,2026-05-01 22:24:45,2026-05-01 23:03:45,DELIVERED,774,108,76,38.7,780.7,4.79,55,56,Mumbai,258136,IOS,PROMO0441
ORD0000082,CUST031305,REST05551,AGENT04624,2026-04-19 00:43:54,2026-04-19 00:47:54,2026-04-19 01:40:54,CANCELLED,1238,38,42,61.9,1303.9,3.53,60,26,Gurgaon,333792,ANDROID,PROMO0321
ORD0000083,CUST001594,REST05534,AGENT01448,2026-05-02 11:43:12,2026-05-02 11:51:12,2026-05-02 12:35:12,DELIVERED,700,200,39,35.0,574.0,12.05,29,57,Mumbai,154256,IOS,PROMO0227
ORD0000084,CUST027312,REST08898,AGENT01439,2026-04-23 07:13:36,2026-04-23 07:17:36,2026-04-23 08:00:36,CANCELLED,291,232,29,14.55,102.55,6.93,47,30,Kolkata,895223,ANDROID,PROMO0420
ORD0000085,CUST040574,REST00320,AGENT00097,2026-05-06 04:55:12,2026-05-06 05:02:12,2026-05-06 05:52:12,CANCELLED,756,46,36,37.8,783.8,4.79,21,47,Hyderabad,109384,ANDROID,PROMO0206
ORD0000086,CUST012203,REST03627,AGENT01437,2026-05-14 01:09:00,2026-05-14 01:10:00,2026-05-14 01:32:00,CANCELLED,526,283,57,26.3,326.3,8.19,57,29,Kolkata,419081,IOS,PROMO0146
ORD0000087,CUST036090,REST08142,AGENT02173,2026-04-17 13:33:43,2026-04-17 13:34:43,2026-04-17 14:23:43,CANCELLED,645,197,26,32.25,506.25,4.38,53,22,Bangalore,73704,IOS,PROMO0190
ORD0000088,CUST008379,REST05159,AGENT04881,2026-04-19 09:55:08,2026-04-19 10:05:08,2026-04-19 11:03:08,CANCELLED,1449,249,74,72.45,1346.45,8.6,29,74,Gurgaon,163928,ANDROID,PROMO0391
ORD0000089,CUST008698,REST03871,AGENT00416,2026-05-09 20:49:47,2026-05-09 20:53:47,2026-05-09 21:41:47,CANCELLED,540,274,47,27.0,340.0,6.45,55,33,Bangalore,477660,ANDROID,PROMO0060
ORD0000090,CUST025990,REST08881,AGENT00025,2026-05-11 18:52:13,2026-05-11 18:56:13,2026-05-11 19:49:13,CANCELLED,573,52,79,28.65,628.65,8.95,52,68,Mumbai,49430,ANDROID,PROMO0365
ORD0000091,CUST019331,REST04932,AGENT01095,2026-04-23 19:16:38,2026-04-23 19:19:38,2026-04-23 20:01:38,CANCELLED,1224,209,58,61.2,1134.2,8.86,23,47,Jaipur,248885,WEB,PROMO0253
ORD0000092,CUST023221,REST00892,AGENT03102,2026-05-09 18:44:52,2026-05-09 18:47:52,2026-05-09 19:45:52,CANCELLED,1131,284,47,56.55,950.55,5.66,44,57,Pune,669948,IOS,PROMO0095
ORD0000093,CUST019037,REST09659,AGENT04759,2026-04-28 22:10:36,2026-04-28 22:16:36,2026-04-28 23:09:36,CANCELLED,420,218,77,21.0,300.0,8.59,56,23,Pune,759172,IOS,PROMO0492
ORD0000094,CUST020050,REST07672,AGENT00232,2026-04-19 09:46:03,2026-04-19 09:51:03,2026-04-19 10:24:03,DELIVERED,1093,128,44,54.65,1063.65,4.32,44,58,Mumbai,246835,WEB,PROMO0334
ORD0000095,CUST028629,REST04811,AGENT04524,2026-04-15 01:19:09,2026-04-15 01:24:09,2026-04-15 02:05:09,DELIVERED,1328,132,44,66.4,1306.4,7.42,56,52,Delhi,204425,WEB,PROMO0096
ORD0000096,CUST019003,REST06610,AGENT01774,2026-04-20 01:29:52,2026-04-20 01:37:52,2026-04-20 02:35:52,CANCELLED,460,132,64,23.0,415.0,2.22,50,26,Delhi,765771,WEB,PROMO0007
ORD0000097,CUST019043,REST06498,AGENT01266,2026-05-11 08:36:06,2026-05-11 08:41:06,2026-05-11 09:15:06,DELIVERED,707,134,68,35.35,676.35,6.69,22,69,Gurgaon,291384,ANDROID,PROMO0396
ORD0000098,CUST021381,REST01630,AGENT00122,2026-04-28 14:17:45,2026-04-28 14:22:45,2026-04-28 14:48:45,CANCELLED,260,226,71,13.0,118.0,12.46,56,33,Gurgaon,438521,ANDROID,PROMO0370
ORD0000099,CUST021716,REST00921,AGENT03884,2026-04-29 10:42:47,2026-04-29 10:43:47,2026-04-29 11:18:47,DELIVERED,1347,181,73,67.35,1306.35,7.28,49,67,Pune,332421,IOS,PROMO0430
ORD0000100,CUST047211,REST03039,AGENT02681,2026-05-14 07:53:27,2026-05-14 08:03:27,2026-05-14 08:45:27,DELIVERED,1266,155,76,63.3,1250.3,5.23,47,47,Pune,995236,IOS,PROMO0487
ORD0000101,CUST041514,REST04984,AGENT00347,2026-04-22 01:20:47,2026-04-22 01:25:47,2026-04-22 01:53:47,DELIVERED,410,234,50,20.5,246.5,2.99,48,66,Mumbai,711551,WEB,PROMO0207
ORD0000102,CUST048726,REST08962,AGENT02447,2026-04-25 16:54:28,2026-04-25 17:01:28,2026-04-25 17:24:28,CANCELLED,991,76,41,49.55,1005.55,12.92,52,43,Kolkata,496435,WEB,PROMO0159
ORD0000103,CUST005245,REST01814,AGENT03285,2026-05-13 14:14:02,2026-05-13 14:15:02,2026-05-13 14:52:02,DELIVERED,1096,292,59,54.8,917.8,4.03,57,33,Pune,780,IOS,PROMO0127
ORD0000104,CUST017041,REST06721,AGENT04351,2026-04-30 08:53:40,2026-04-30 09:00:40,2026-04-30 09:41:40,DELIVERED,1444,153,28,72.2,1391.2,6.91,42,23,Kolkata,728949,IOS,PROMO0142
ORD0000105,CUST037825,REST00667,AGENT00259,2026-04-14 18:39:09,2026-04-14 18:49:09,2026-04-14 19:27:09,CANCELLED,1007,203,67,50.35,921.35,11.49,60,43,Hyderabad,595692,WEB,PROMO0053
ORD0000106,CUST045031,REST08039,AGENT01532,2026-05-12 19:14:49,2026-05-12 19:20:49,2026-05-12 20:09:49,DELIVERED,552,35,43,27.6,587.6,2.95,49,56,Jaipur,857190,ANDROID,PROMO0140
ORD0000107,CUST001817,REST08654,AGENT02057,2026-04-18 01:22:01,2026-04-18 01:31:01,2026-04-18 01:58:01,DELIVERED,612,75,48,30.6,615.6,3.07,56,69,Mumbai,195372,IOS,PROMO0126
ORD0000108,CUST035383,REST03362,AGENT02687,2026-04-18 15:20:16,2026-04-18 15:24:16,2026-04-18 15:44:16,DELIVERED,1318,85,27,65.9,1325.9,9.38,26,66,Mumbai,569545,ANDROID,PROMO0268
ORD0000109,CUST034071,REST05282,AGENT04840,2026-04-23 19:29:14,2026-04-23 19:34:14,2026-04-23 20:16:14,CANCELLED,1391,166,21,69.55,1315.55,6.21,31,21,Mumbai,537527,ANDROID,PROMO0104
ORD0000110,CUST035806,REST00162,AGENT04422,2026-04-30 16:39:29,2026-04-30 16:43:29,2026-04-30 17:15:29,DELIVERED,1355,185,54,67.75,1291.75,13.32,58,70,Pune,490331,IOS,PROMO0219
ORD0000111,CUST025018,REST05330,AGENT01709,2026-04-19 18:39:49,2026-04-19 18:42:49,2026-04-19 19:34:49,DELIVERED,975,5,22,48.75,1040.75,13.47,21,70,Gurgaon,32222,IOS,PROMO0001
ORD0000112,CUST023303,REST06519,AGENT01528,2026-04-28 07:09:14,2026-04-28 07:17:14,2026-04-28 08:16:14,DELIVERED,1200,209,42,60.0,1093.0,7.81,57,25,Chennai,372649,IOS,PROMO0372
ORD0000113,CUST028692,REST07957,AGENT00574,2026-04-15 11:45:21,2026-04-15 11:48:21,2026-04-15 12:42:21,CANCELLED,232,189,64,11.6,118.6,12.35,41,34,Mumbai,634891,ANDROID,PROMO0133
ORD0000114,CUST028618,REST02464,AGENT02181,2026-05-02 16:39:47,2026-05-02 16:49:47,2026-05-02 17:25:47,DELIVERED,879,281,51,43.95,692.95,10.13,58,32,Hyderabad,187527,IOS,PROMO0200
ORD0000115,CUST030019,REST07885,AGENT02528,2026-05-04 23:22:36,2026-05-04 23:26:36,2026-05-05 00:20:36,DELIVERED,1420,10,72,71.0,1553.0,10.18,21,70,Mumbai,43727,IOS,PROMO0092
ORD0000116,CUST004307,REST09132,AGENT02649,2026-05-10 09:14:27,2026-05-10 09:22:27,2026-05-10 10:00:27,CANCELLED,1335,117,57,66.75,1341.75,9.22,23,69,Gurgaon,840593,ANDROID,PROMO0493
ORD0000117,CUST034342,REST06805,AGENT03628,2026-05-02 06:46:46,2026-05-02 06:47:46,2026-05-02 07:13:46,CANCELLED,585,164,46,29.25,496.25,5.64,56,28,Gurgaon,914628,WEB,PROMO0389
ORD0000118,CUST012467,REST01307,AGENT04862,2026-05-02 19:18:21,2026-05-02 19:26:21,2026-05-02 20:26:21,DELIVERED,729,189,67,36.45,643.45,7.96,57,60,Chennai,440002,ANDROID,PROMO0485
ORD0000119,CUST027170,REST02463,AGENT01587,2026-04-18 23:57:03,2026-04-19 00:00:03,2026-04-19 00:50:03,DELIVERED,797,141,37,39.85,732.85,6.39,39,50,Delhi,537678,IOS,PROMO0361
ORD0000120,CUST014525,REST00257,AGENT00876,2026-04-18 20:34:57,2026-04-18 20:42:57,2026-04-18 21:30:57,CANCELLED,606,127,43,30.3,552.3,11.49,43,48,Bangalore,197549,WEB,PROMO0448
