order_item_id,order_id,item_name,category,quantity,unit_price,total_price,is_veg
ITEM00000247,ORD0000103,Mango Shake,Beverages,2,107,214,True
ITEM00000248,ORD0000104,Masala Dosa,South Indian,2,107,214,True
ITEM00000249,ORD0000104,Paneer Butter Masala,North Indian,2,125,250,True
ITEM00000250,ORD0000104,Rasmalai,Desserts,2,165,330,True
ITEM00000251,ORD0000104,White Sauce Pasta,Italian,1,240,240,True
ITEM00000252,ORD0000105,Dal Makhani,North Indian,3,235,705,True
ITEM00000253,ORD0000106,Red Sauce Pasta,Italian,1,284,284,True
ITEM00000254,ORD0000106,Tandoori Chicken,North Indian,1,135,135,False
ITEM00000255,ORD0000106,Pav Bhaji,Fast Food,3,128,384,True
ITEM00000256,ORD0000107,Manchurian,Chinese,3,256,768,True
ITEM00000257,ORD0000107,Hakka Noodles,Chinese,3,346,1038,True
ITEM00000258,ORD0000107,Dal Makhani,North Indian,1,218,218,True
ITEM00000259,ORD0000108,Pav Bhaji,Fast Food,2,230,460,True
ITEM00000260,ORD0000108,Veg Biryani,North Indian,1,195,195,True
ITEM00000261,ORD0000109,Masala Fries,Fast Food,3,104,312,True
ITEM00000262,ORD0000110,Hyderabadi Biryani,North Indian,2,286,572,False
ITEM00000263,ORD0000111,Chole Bhature,North Indian,2,400,800,True
ITEM00000264,ORD0000111,Chole Bhature,North Indian,3,240,720,True
ITEM00000265,ORD0000111,Chocolate Shake,Beverages,3,149,447,True
ITEM00000266,ORD0000111,Veg Biryani,North Indian,1,161,161,True
ITEM00000267,ORD0000112,Mysore Dosa,South Indian,2,204,408,True
ITEM00000268,ORD0000112,Kadhi Chawal,North Indian,3,387,1161,True
ITEM00000269,ORD0000112,Gulab Jamun,Desserts,1,277,277,True
ITEM00000270,ORD0000113,Rasmalai,Desserts,1,90,90,True
ITEM00000271,ORD0000113,Chicken Burger,Fast Food,2,413,826,False
ITEM00000272,ORD0000113,Hakka Noodles,Chinese,1,201,201,True
ITEM00000273,ORD0000113,Mango Shake,Beverages,1,160,160,True
ITEM00000274,ORD0000114,Cold Coffee,Beverages,3,355,1065,True
ITEM00000275,ORD0000115,Rasmalai,Desserts,3,247,741,True
ITEM00000276,ORD0000115,Rasmalai,Desserts,1,193,193,True
ITEM00000277,ORD0000116,Chole Bhature,North Indian,2,417,834,True
ITEM00000278,ORD0000117,Margherita Pizza,Italian,1,89,89,True
ITEM00000279,ORD0000118,Chicken Tikka,North Indian,1,249,249,False
ITEM00000280,ORD0000118,Manchurian,Chinese,1,409,409,True
ITEM00000281,ORD0000119,Rajma Chawal,North Indian,3,320,960,True
ITEM00000282,ORD0000119,Veg Burger,Fast Food,3,113,339,True
ITEM00000283,ORD0000119,Margherita Pizza,Italian,1,106,106,True
ITEM00000284,ORD0000120,Kadhi Chawal,North Indian,1,363,363,True
ITEM00000285,ORD0000121,Dal Makhani,North Indian,1,306,306,True
ITEM00000286,ORD0000121,Gulab Jamun,Desserts,3,431,1293,True
ITEM00000287,ORD0000121,Mysore Dosa,South Indian,2,255,510,True
ITEM00000288,ORD0000122,Mysore Dosa,South Indian,2,295,590,True
ITEM00000289,ORD0000123,White Sauce Pasta,Italian,3,409,1227,True
ITEM00000290,ORD0000123,Margherita Pizza,Italian,2,412,824,True
ITEM00000291,ORD0000124,Rasmalai,Desserts,1,213,213,True
ITEM00000292,ORD0000124,Paneer Butter Masala,North Indian,3,319,957,True
ITEM00000293,ORD0000124,Margherita Pizza,Italian,2,283,566,True
ITEM00000294,ORD0000125,Cold Coffee,Beverages,1,144,144,True
ITEM00000295,ORD0000125,Vada Sambhar,South Indian,1,319,319,True
ITEM00000296,ORD0000125,Masala Dosa,South Indian,3,208,624,True
ITEM00000297,ORD0000125,Chocolate Shake,Beverages,3,270,810,True
ITEM00000298,ORD0000126,Mango Shake,Beverages,1,158,158,True
ITEM00000299,ORD0000127,White Sauce Pasta,Italian,3,98,294,True
ITEM00000300,ORD0000127,Butter Naan,North Indian,1,276,276,True
ITEM00000301,ORD0000127,Hakka Noodles,Chinese,1,337,337,True
ITEM00000302,ORD0000128,Dal Makhani,North Indian,1,217,217,True
ITEM00000303,ORD0000129,Chicken Burger,Fast Food,1,149,149,False
ITEM00000304,ORD0000129,Hyderabadi Biryani,North Indian,1,251,251,False
ITEM00000305,ORD0000129,Red Sauce Pasta,Italian,1,353,353,True
ITEM00000306,ORD0000129,Masala Fries,Fast Food,1,349,349,True
ITEM00000307,ORD0000130,Pav Bhaji,Fast Food,2,186,372,True
ITEM00000308,ORD0000130,Red Sauce Pasta,Italian,1,346,346,True
ITEM00000309,ORD0000130,Chole Bhature,North Indian,3,370,1110,True
ITEM00000310,ORD0000131,Masala Fries,Fast Food,3,297,891,True
ITEM00000311,ORD0000131,Margherita Pizza,Italian,1,270,270,True
ITEM00000312,ORD0000131,Peri Peri Fries,Fast Food,3,157,471,True
ITEM00000313,ORD0000132,Cold Coffee,Beverages,3,348,1044,True
ITEM00000314,ORD0000132,Veg Biryani,North Indian,3,398,1194,True
ITEM00000315,ORD0000132,Chocolate Shake,Beverages,2,145,290,True
ITEM00000316,ORD0000132,Gulab Jamun,Desserts,3,107,321,True
ITEM00000317,ORD0000133,Kadhi Chawal,North Indian,1,85,85,True
ITEM00000318,ORD0000133,Brownie,Desserts,2,181,362,True
ITEM00000319,ORD0000133,Rasmalai,Desserts,2,191,382,True
ITEM00000320,ORD0000133,Chilli Paneer,Chinese,3,123,369,True
ITEM00000321,ORD0000134,Chilli Paneer,Chinese,2,184,368,True
ITEM00000322,ORD0000134,Paneer Butter Masala,North Indian,2,91,182,True
ITEM00000323,ORD0000134,Masala Fries,Fast Food,2,418,836,True
ITEM00000324,ORD0000134,Rasmalai,Desserts,1,293,293,True
ITEM00000325,ORD0000135,Brownie,Desserts,3,428,1284,True
ITEM00000326,ORD0000136,Pav Bhaji,Fast Food,2,324,648,True
ITEM00000327,ORD0000136,Chilli Paneer,Chinese,2,258,516,True
ITEM00000328,ORD0000136,Pav Bhaji,Fast Food,3,283,849,True
ITEM00000329,ORD0000137,Tandoori Chicken,North Indian,2,223,446,False
ITEM00000330,ORD0000137,Hakka Noodles,Chinese,1,402,402,True
ITEM00000331,ORD0000137,Rasmalai,Desserts,2,335,670,True
ITEM00000332,ORD0000138,Veg Burger,Fast Food,2,251,502,True
ITEM00000333,ORD0000138,Brownie,Desserts,2,418,836,True
ITEM00000334,ORD0000139,Chicken Biryani,North Indian,2,386,772,False
ITEM00000335,ORD0000140,Chocolate Shake,Beverages,3,166,498,True
ITEM00000336,ORD0000141,Gulab Jamun,Desserts,3,167,501,True
ITEM00000337,ORD0000142,Rasmalai,Desserts,3,87,261,True
ITEM00000338,ORD0000143,Kadhi Chawal,North Indian,2,307,614,True
ITEM00000339,ORD0000143,Veg Burger,Fast Food,3,337,1011,True
ITEM00000340,ORD0000143,Butter Naan,North Indian,3,308,924,True
ITEM00000341,ORD0000143,Dal Makhani,North Indian,3,118,354,True
ITEM00000342,ORD0000144,Cold Coffee,Beverages,1,266,266,True
ITEM00000343,ORD0000145,Brownie,Desserts,1,296,296,True
ITEM00000344,ORD0000145,Chilli Paneer,Chinese,3,191,573,True
ITEM00000345,ORD0000145,Chocolate Shake,Beverages,2,215,430,True
ITEM00000346,ORD0000146,Hyderabadi Biryani,North Indian,3,170,510,False
ITEM00000347,ORD0000146,Chicken Tikka,North Indian,1,116,116,False
ITEM00000348,ORD0000147,Chilli Paneer,Chinese,2,332,664,True
ITEM00000349,ORD0000147,Tandoori Chicken,North Indian,3,412,1236,False
ITEM00000350,ORD0000148,Red Sauce Pasta,Italian,2,252,504,True
ITEM00000351,ORD0000148,Chocolate Shake,Beverages,2,439,878,True
ITEM00000352,ORD0000148,Dal Makhani,North Indian,2,242,484,True
ITEM00000353,ORD0000149,Tandoori Chicken,North Indian,3,384,1152,False
ITEM00000354,ORD0000149,Margherita Pizza,Italian,2,211,422,True
ITEM00000355,ORD0000149,Dal Makhani,North Indian,1,398,398,True
ITEM00000356,ORD0000150,Red Sauce Pasta,Italian,2,204,408,True
ITEM00000357,ORD0000151,Veg Biryani,North Indian,1,343,343,True
ITEM00000358,ORD0000151,Idli Sambhar,South Indian,3,135,405,True
ITEM00000359,ORD0000151,Dal Makhani,North Indian,3,385,1155,True
ITEM00000360,ORD0000151,Hyderabadi Biryani,North Indian,1,254,254,False
ITEM00000361,ORD0000152,Cold Coffee,Beverages,3,359,1077,True
ITEM00000362,ORD0000153,Tandoori Chicken,North Indian,3,342,1026,False
ITEM00000363,ORD0000153,Chicken Biryani,North Indian,3,165,495,False
ITEM00000364,ORD0000154,Hakka Noodles,Chinese,2,351,702,True
ITEM00000365,ORD0000154,Chilli Paneer,Chinese,3,123,369,True
ITEM00000366,ORD0000154,Butter Naan,North Indian,3,372,1116,True
ITEM00000367,ORD0000155,Chicken Biryani,North Indian,2,333,666,False
ITEM00000368,ORD0000155,Cold Coffee,Beverages,2,235,470,True
ITEM00000369,ORD0000155,Veg Biryani,North Indian,2,205,410,True
ITEM00000370,ORD0000155,Chicken Burger,Fast Food,2,148,296,False
ITEM00000371,ORD0000156,Margherita Pizza,Italian,1,153,153,True
ITEM00000372,ORD0000156,Chicken Burger,Fast Food,2,363,726,False
ITEM00000373,ORD0000156,Chicken Tikka,North Indian,3,351,1053,False
ITEM00000374,ORD0000156,Hakka Noodles,Chinese,1,277,277,True
ITEM00000375,ORD0000157,Hyderabadi Biryani,North Indian,3,237,711,False
ITEM00000376,ORD0000158,Chilli Paneer,Chinese,2,283,566,True
ITEM00000377,ORD0000158,Kadhi Chawal,North Indian,2,115,230,True
ITEM00000378,ORD0000159,Paneer Butter Masala,North Indian,1,179,179,True
